#stokes,freq,ind,real,imag
10,935.83200000,9,-59.21500220,-48.74122750
10,935.83200000,10,128.08724000,-541.48141250
10,935.83200000,11,-28.67559810,-28.88193530
10,935.83200000,12,-0.14099520,0.10651160
10,935.83200000,13,0.10166710,0.47932920
10,935.83200000,14,0.09489240,0.30641210
10,935.83200000,15,-0.28025140,0.33139560
10,935.83200000,16,0.22988220,-0.01352620
10,935.83200000,17,0.07839290,0.00409980
10,935.83200000,18,20.32752340,14.55807250
10,935.83200000,19,-33.58079030,-30.98090580
10,935.83200000,20,-0.18348300,3.24606920
10,935.83200000,21,8.10006400,-176.69264250
10,935.83200000,22,12.84948580,7.12888510
10,935.83200000,23,7.09887220,-44.54859410
10,935.83200000,24,0.16387270,-0.10836420
10,935.83200000,25,-0.22105510,-0.13420470
10,935.83200000,26,-0.59243210,-0.04458670
10,935.83200000,27,-0.44335640,0.03236120
10,935.83200000,28,-0.01246520,-0.12597020
10,935.83200000,29,0.26815230,-0.48604290
10,935.83200000,30,-0.39149820,0.11883920
10,935.83200000,31,-0.06130190,-0.12545440
10,935.83200000,32,3.89354750,3.87405890
10,935.83200000,33,-11.05754260,-7.40690650
10,935.83200000,34,1.89285630,-1.34290890
10,935.83200000,35,32.80838420,28.86141810
10,935.83200000,36,1.54187690,21.00647490
10,935.83200000,37,-0.41628530,-16.89814960
10,935.83200000,38,0.57953960,10.05026540
10,935.83200000,39,-0.70271040,-10.42546820
10,935.83200000,40,-0.12529010,-0.21154110
10,935.83200000,41,-0.11560110,-0.17282890
10,935.83200000,42,0.48679270,-0.27980070
10,935.83200000,43,0.28496370,-0.02780420
10,935.83200000,44,-0.04126040,-0.05839530
10,935.83200000,45,-0.08781240,-0.19950400
10,935.83200000,46,-0.06611400,0.16124950
10,935.83200000,47,-0.08570120,0.33854750
10,935.83200000,48,0.29676910,-0.22216740
10,935.83200000,49,-0.04736360,0.06467410
10,935.83200000,50,-0.52380820,2.17692550
10,935.83200000,51,0.33235160,-1.06819890
10,935.83200000,52,-1.80328810,-1.44165090
10,935.83200000,53,6.65188980,5.64486620
10,935.83200000,54,-14.57189820,-12.55891300
10,935.83200000,55,-0.73292300,-0.29643820
10,935.83200000,56,-0.10068510,-1.83410100
10,935.83200000,57,-0.54611720,1.80539020
10,935.83200000,58,0.11244210,0.04984220
10,935.83200000,59,-0.40044410,1.35021970
10,935.83200000,60,0.03613050,0.34521440
10,935.83200000,61,0.29327040,0.23868080
10,935.83200000,62,-0.19532050,0.47169820
10,935.83200000,63,0.04005020,0.06085950
10,935.83200000,64,-0.00729500,0.10439770
10,935.83200000,65,0.16435540,-0.20844770
11,935.83200000,0,0.05194700,-0.01436460
11,935.83200000,1,0.17002690,0.31704940
11,935.83200000,2,22.95943570,-1.89294680
11,935.83200000,3,27.42108110,99.63164390
11,935.83200000,4,0.05755950,0.20827700
11,935.83200000,5,-0.56600110,0.09460700
11,935.83200000,6,0.26371790,0.02487150
11,935.83200000,7,-0.02190210,-0.13250110
11,935.83200000,8,30.86635720,8.30819660
11,935.83200000,9,-58.35700510,-7.96267750
11,935.83200000,10,-43.15590920,-189.40691100
11,935.83200000,11,-50.84356830,-22.06817720
11,935.83200000,12,-0.28399900,0.03841430
11,935.83200000,13,-0.08355920,-0.08818350
11,935.83200000,14,0.02715540,-0.64003920
11,935.83200000,15,-0.11738590,0.42263090
11,935.83200000,16,-0.00797260,0.01510040
11,935.83200000,17,-0.17766500,-0.43747240
11,935.83200000,18,12.08810190,4.38463670
11,935.83200000,19,-28.43582600,-3.79546630
11,935.83200000,20,-0.18722610,2.96824850
11,935.83200000,21,-59.53419980,-79.80141080
11,935.83200000,22,18.39209790,7.86838440
11,935.83200000,23,-8.12915960,-17.12673350
11,935.83200000,24,0.07475780,-0.33271140
11,935.83200000,25,0.25570630,-0.33151950
11,935.83200000,26,0.35392620,0.57933400
11,935.83200000,27,-0.05692400,0.20479790
11,935.83200000,28,0.07366360,0.11954650
11,935.83200000,29,-0.04370480,-0.54290710
11,935.83200000,30,-0.40652680,0.14879380
11,935.83200000,31,0.01505350,0.23735160
11,935.83200000,32,7.39877450,-2.89385240
11,935.83200000,33,-10.14533200,0.90511290
11,935.83200000,34,2.67000430,-3.23027050
11,935.83200000,35,30.65167010,5.02746160
11,935.83200000,36,9.04417930,12.66854530
11,935.83200000,37,-8.44103190,-6.88895410
11,935.83200000,38,6.63774500,8.07947580
11,935.83200000,39,-5.04080700,-5.11683030
11,935.83200000,40,0.14126890,0.22409280
11,935.83200000,41,0.14558480,0.47782610
11,935.83200000,42,-0.45831610,-0.05628950
11,935.83200000,43,0.00702010,-0.34052600
11,935.83200000,44,-0.03314660,-0.01593490
11,935.83200000,45,-0.25199760,-0.40208500
11,935.83200000,46,-0.08253220,-0.01502940
11,935.83200000,47,0.06883220,0.29701650
11,935.83200000,48,0.35810560,-0.23284430
11,935.83200000,49,0.05079550,-0.00368130
11,935.83200000,50,-0.84036400,2.01576350
11,935.83200000,51,-0.89704550,-2.11990300
11,935.83200000,52,-3.33846440,1.47621880
11,935.83200000,53,6.18817220,0.81306140
11,935.83200000,54,-12.93004380,-2.76474320
11,935.83200000,55,-0.74869730,0.25650240
11,935.83200000,56,-0.23271980,-2.36630230
11,935.83200000,57,0.88996850,0.54021490
11,935.83200000,58,-1.10838180,-1.72190910
11,935.83200000,59,-0.07861520,-0.39626010
11,935.83200000,60,-0.12284240,-0.09884710
11,935.83200000,61,-0.40791310,-0.28304450
11,935.83200000,62,0.28177370,-0.19370180
11,935.83200000,63,-0.05500750,0.15051590
11,935.83200000,64,0.02057360,0.02705600
11,935.83200000,65,0.05287150,-0.28928580
12,935.83200000,0,311.48998750,-2.22969170
12,935.83200000,1,27.19852490,-2.76542070
12,935.83200000,2,-3.17954150,12.00952450
12,935.83200000,3,13.94985130,-94.40109180
12,935.83200000,4,-324.10806800,27.28580670
12,935.83200000,5,22.45096560,13.19370770
12,935.83200000,6,15.05053730,-0.12166570
12,935.83200000,7,17.41566840,19.23718260
12,935.83200000,8,-2.39716590,-3.91192550
12,935.83200000,9,6.09941860,-7.38473930
12,935.83200000,10,-26.65269790,173.67566720
12,935.83200000,11,-0.52227930,-9.26154230
12,935.83200000,12,33.09942110,-48.79185970
12,935.83200000,13,-11.43395550,-20.14561600
12,935.83200000,14,-7.90227620,1.62933050
12,935.83200000,15,-0.04343910,1.35798780
12,935.83200000,16,0.16213650,-4.41165570
12,935.83200000,17,-28.09957760,-14.26755930
12,935.83200000,18,-2.21123820,3.36179240
12,935.83200000,19,3.77562870,-4.50392000
12,935.83200000,20,-0.21732930,0.39511570
12,935.83200000,21,-8.33637490,40.10328580
12,935.83200000,22,0.40993050,5.26339460
12,935.83200000,23,-2.14687000,12.60329930
12,935.83200000,24,-1.10188270,42.79857490
12,935.83200000,25,-0.12366840,10.17076190
12,935.83200000,26,3.57665220,4.24754200
12,935.83200000,27,5.45458140,0.04387190
12,935.83200000,28,6.69059530,1.56001240
12,935.83200000,29,1.93141550,1.24034800
12,935.83200000,30,-10.38742530,0.63295070
12,935.83200000,31,-2.64758070,3.07447470
12,935.83200000,32,-1.20339440,0.61821990
12,935.83200000,33,0.51242670,-1.41249420
12,935.83200000,34,-0.31806480,-0.43190900
12,935.83200000,35,-3.23445910,4.74716860
12,935.83200000,36,0.99631860,-3.06894910
12,935.83200000,37,-0.58925660,2.51486180
12,935.83200000,38,0.39190000,-1.38784820
12,935.83200000,39,-0.47490770,1.77357820
12,935.83200000,40,19.36428130,-15.96540570
12,935.83200000,41,-1.72908650,-2.17498100
12,935.83200000,42,-1.69557140,-6.39721200
12,935.83200000,43,-0.65554640,0.36426160
12,935.83200000,44,-0.73161580,3.74135540
12,935.83200000,45,-0.63390450,1.38894170
12,935.83200000,46,-3.00942910,-1.87266300
12,935.83200000,47,-1.68498820,-2.31610640
12,935.83200000,48,3.47464940,2.96726900
12,935.83200000,49,8.67954360,2.76338650
12,935.83200000,50,0.63427860,0.30261330
12,935.83200000,51,0.52925460,-0.18456610
12,935.83200000,52,0.58803210,0.38922470
12,935.83200000,53,-0.68873460,0.88254270
12,935.83200000,54,1.54772760,-1.60362320
12,935.83200000,55,0.11576780,0.45947350
12,935.83200000,56,0.07445460,0.31260170
12,935.83200000,57,0.02151210,-0.32687160
12,935.83200000,58,-0.09837240,-0.39307060
12,935.83200000,59,-0.02522740,-0.45638840
12,935.83200000,60,-11.24988140,-1.70837020
12,935.83200000,61,5.32351250,-0.85362070
12,935.83200000,62,-6.02841160,0.89671670
12,935.83200000,63,-0.70069810,-1.00032880
12,935.83200000,64,-5.27074000,-3.83574500
12,935.83200000,65,-1.07156800,-0.57383150
9,989.33200000,0,281.17512030,-2.09533300
9,989.33200000,1,42.76737450,-1.27977610
9,989.33200000,2,0.33185000,2.38493640
9,989.33200000,3,50.83521450,-14.39899790
9,989.33200000,4,-285.25199200,35.10153280
9,989.33200000,5,-6.52628900,3.87823140
9,989.33200000,6,9.12628470,0.97339670
9,989.33200000,7,16.46301860,21.65211340
9,989.33200000,8,1.23513910,-9.93632230
9,989.33200000,9,-2.59085290,7.26223480
9,989.33200000,10,-92.54586640,30.95628160
9,989.33200000,11,3.91471150,0.12327760
9,989.33200000,12,19.05545370,-55.59580560
9,989.33200000,13,20.51557090,4.52352130
9,989.33200000,14,-12.79080850,2.63176140
9,989.33200000,15,2.90872100,-0.38595700
9,989.33200000,16,0.49854500,-5.30177960
9,989.33200000,17,-28.11810710,-19.48682920
9,989.33200000,18,0.54933720,-3.15158940
9,989.33200000,19,-1.27538090,4.51079540
9,989.33200000,20,0.78494520,-0.56349680
9,989.33200000,21,-21.89637870,10.10985900
9,989.33200000,22,-2.66806230,-0.75032460
9,989.33200000,23,-6.68284300,2.53979080
9,989.33200000,24,1.73207050,40.61980060
9,989.33200000,25,-10.13321350,-7.92750290
9,989.33200000,26,4.83532490,1.90874890
9,989.33200000,27,7.54335360,-0.05072260
9,989.33200000,28,2.40367190,1.79900070
9,989.33200000,29,-0.26389170,3.10204830
9,989.33200000,30,-6.42922080,1.90970690
9,989.33200000,31,-8.88739530,3.58484220
9,989.33200000,32,1.40478420,0.57696270
9,989.33200000,33,-0.21592480,1.87216030
9,989.33200000,34,-0.79508680,0.81525710
9,989.33200000,35,1.39466990,-4.11021200
9,989.33200000,36,2.23303770,-1.85200040
9,989.33200000,37,-0.91796830,0.66512300
9,989.33200000,38,1.25833300,-0.84324350
9,989.33200000,39,-0.94740200,0.60624580
9,989.33200000,40,17.20548040,-12.25077530
9,989.33200000,41,2.14523290,4.05048220
9,989.33200000,42,5.14948490,-5.38022810
9,989.33200000,43,-0.50543200,1.40746110
9,989.33200000,44,-0.07570700,2.01220400
9,989.33200000,45,1.24511730,0.55918990
9,989.33200000,46,0.66384740,-2.17094550
9,989.33200000,47,1.09376480,-2.73504870
9,989.33200000,48,-0.05695930,2.95896340
9,989.33200000,49,8.38955540,5.75410740
9,989.33200000,50,-1.15256660,0.57431400
9,989.33200000,51,-0.89659010,-0.11193730
9,989.33200000,52,0.11598810,-0.17238980
9,989.33200000,53,0.30181440,-0.87338150
9,989.33200000,54,-0.20557060,1.64702410
9,989.33200000,55,0.07818720,1.35015630
9,989.33200000,56,-0.43837520,0.94401270
9,989.33200000,57,-0.04686020,0.02161830
9,989.33200000,58,-0.23156150,0.12446260
9,989.33200000,59,0.39418630,0.00815910
9,989.33200000,60,-1.88925750,-3.80584530
9,989.33200000,61,-1.74580270,-0.78667180
9,989.33200000,62,-0.80720560,0.58231450
9,989.33200000,63,-2.88109670,-1.34406770
9,989.33200000,64,3.21296370,-2.76086880
9,989.33200000,65,0.71120250,-1.25382180
10,989.33200000,0,-0.07142190,0.00312260
10,989.33200000,1,-0.28905820,-0.01090890
10,989.33200000,2,4.52566650,6.72157970
10,989.33200000,3,-263.61817880,63.41819060
10,989.33200000,4,0.28287800,-0.21787060
10,989.33200000,5,-0.26902580,-0.20074390
10,989.33200000,6,-0.02477550,-0.02927730
10,989.33200000,7,0.23254030,-0.37868350
10,989.33200000,8,7.32349830,-5.09238250
10,989.33200000,9,-17.21772210,-2.74000780
10,989.33200000,10,486.76152560,-118.33514260
10,989.33200000,11,-47.19757490,-43.41412010
